EMPCT;opc1;opc1desc;opc2;opc2d
58533;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58534;6;Ciencias Biologicas (I);100;Ciencias do Esporte (I)
58535;6;Ciencias Biologicas (I);;
58536;6;Ciencias Biologicas (I);20;Pedagogia - Licenciatura (I)
58537;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58538;6;Ciencias Biologicas (I);20;Pedagogia - Licenciatura (I)
58539;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58540;6;Ciencias Biologicas (I);19;Historia (I)
58541;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58542;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58543;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58544;6;Ciencias Biologicas (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58545;6;Ciencias Biologicas (I);27;Educacao Fisica (I)
58546;6;Ciencias Biologicas (I);10;Engenharia Mecanica (I)
58547;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58548;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58549;6;Ciencias Biologicas (I);27;Educacao Fisica (I)
58550;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58551;6;Ciencias Biologicas (I);5;Quimica (I)
58552;6;Ciencias Biologicas (I);14;Odontologia (I)
58553;6;Ciencias Biologicas (I);8;Engenharia Agricola (I)
58554;6;Ciencias Biologicas (I);46;Ciencias Biologicas - Licenciatura (N)
58555;7;Letras - Licenciatura (I);57;Letras - Licenciatura (N)
58556;7;Letras - Licenciatura (I);16;Ciencias Sociais (I)
58557;7;Letras - Licenciatura (I);57;Letras - Licenciatura (N)
58558;7;Letras - Licenciatura (I);30;Filosofia (I)
58559;7;Letras - Licenciatura (I);18;Linguistica (I)
58560;7;Letras - Licenciatura (I);57;Letras - Licenciatura (N)
58561;7;Letras - Licenciatura (I);16;Ciencias Sociais (I)
58562;8;Engenharia Agricola (I);43;Engenharia de Alimentos (N)
58563;8;Engenharia Agricola (I);89;Engenharia Ambiental (N)
58564;8;Engenharia Agricola (I);43;Engenharia de Alimentos (N)
58565;8;Engenharia Agricola (I);6;Ciencias Biologicas (I)
58566;8;Engenharia Agricola (I);43;Engenharia de Alimentos (N)
58567;8;Engenharia Agricola (I);2;Estatistica (I)
58568;8;Engenharia Agricola (I);10;Engenharia Mecanica (I)
58569;8;Engenharia Agricola (I);11;Engenharia Eletrica (I)
58570;8;Engenharia Agricola (I);13;Engenharia de Alimentos (I)
58571;8;Engenharia Agricola (I);89;Engenharia Ambiental (N)
58572;8;Engenharia Agricola (I);27;Educacao Fisica (I)
58573;8;Engenharia Agricola (I);89;Engenharia Ambiental (N)
58574;8;Engenharia Agricola (I);5;Quimica (I)
58575;8;Engenharia Agricola (I);54;Geografia (I)
58576;8;Engenharia Agricola (I);109;Administracao (N)
58577;8;Engenharia Agricola (I);10;Engenharia Mecanica (I)
58578;8;Engenharia Agricola (I);13;Engenharia de Alimentos (I)
58579;8;Engenharia Agricola (I);109;Administracao (N)
58580;8;Engenharia Agricola (I);102;Engenharia de Producao (I)
58581;8;Engenharia Agricola (I);89;Engenharia Ambiental (N)
58582;8;Engenharia Agricola (I);89;Engenharia Ambiental (N)
58583;9;Engenharia Quimica (I);102;Engenharia de Producao (I)
58584;9;Engenharia Quimica (I);5;Quimica (I)
58585;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58586;9;Engenharia Quimica (I);15;Medicina (I)
58587;9;Engenharia Quimica (I);15;Medicina (I)
58588;9;Engenharia Quimica (I);11;Engenharia Eletrica (I)
58589;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58590;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58591;9;Engenharia Quimica (I);13;Engenharia de Alimentos (I)
58592;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58593;9;Engenharia Quimica (I);5;Quimica (I)
58594;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58595;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58596;9;Engenharia Quimica (I);94;Sistemas de Informacao (I)
58597;9;Engenharia Quimica (I);102;Engenharia de Producao (I)
58598;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58599;9;Engenharia Quimica (I);5;Quimica (I)
58600;9;Engenharia Quimica (I);15;Medicina (I)
58601;9;Engenharia Quimica (I);89;Engenharia Ambiental (N)
58602;9;Engenharia Quimica (I);101;Engenharia de Manufatura (I)
58603;9;Engenharia Quimica (I);13;Engenharia de Alimentos (I)
58604;9;Engenharia Quimica (I);94;Sistemas de Informacao (I)
58605;9;Engenharia Quimica (I);101;Engenharia de Manufatura (I)
58606;9;Engenharia Quimica (I);13;Engenharia de Alimentos (I)
58607;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58608;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58609;9;Engenharia Quimica (I);101;Engenharia de Manufatura (I)
58610;9;Engenharia Quimica (I);5;Quimica (I)
58611;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58612;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58613;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58614;9;Engenharia Quimica (I);101;Engenharia de Manufatura (I)
58615;9;Engenharia Quimica (I);13;Engenharia de Alimentos (I)
58616;9;Engenharia Quimica (I);39;Engenharia Quimica (N)
58617;9;Engenharia Quimica (I);5;Quimica (I)
58618;9;Engenharia Quimica (I);102;Engenharia de Producao (I)
58619;10;Engenharia Mecanica (I);42;Ciencia da Computacao (N)
58620;10;Engenharia Mecanica (I);12;Engenharia Civil (I)
58621;10;Engenharia Mecanica (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58622;10;Engenharia Mecanica (I);9;Engenharia Quimica (I)
58623;10;Engenharia Mecanica (I);101;Engenharia de Manufatura (I)
58624;10;Engenharia Mecanica (I);12;Engenharia Civil (I)
58625;10;Engenharia Mecanica (I);14;Odontologia (I)
58626;10;Engenharia Mecanica (I);40;Fisica - Licenciatura (N)
58627;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58628;10;Engenharia Mecanica (I);5;Quimica (I)
58629;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58630;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58631;10;Engenharia Mecanica (I);15;Medicina (I)
58632;10;Engenharia Mecanica (I);15;Medicina (I)
58633;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58634;10;Engenharia Mecanica (I);9;Engenharia Quimica (I)
58635;10;Engenharia Mecanica (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58636;10;Engenharia Mecanica (I);34;Engenharia de Computacao (I)
58637;10;Engenharia Mecanica (I);12;Engenharia Civil (I)
58638;10;Engenharia Mecanica (I);8;Engenharia Agricola (I)
58639;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58640;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58641;10;Engenharia Mecanica (I);49;Engenharia de Controle e Automacao (N)
58642;10;Engenharia Mecanica (I);49;Engenharia de Controle e Automacao (N)
58643;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58644;10;Engenharia Mecanica (I);29;Matematica - Licenciatura (N)
58645;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58646;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58647;10;Engenharia Mecanica (I);101;Engenharia de Manufatura (I)
58648;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58649;10;Engenharia Mecanica (I);12;Engenharia Civil (I)
58650;10;Engenharia Mecanica (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58651;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58652;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58653;10;Engenharia Mecanica (I);109;Administracao (N)
58654;10;Engenharia Mecanica (I);12;Engenharia Civil (I)
58655;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58656;10;Engenharia Mecanica (I);12;Engenharia Civil (I)
58657;10;Engenharia Mecanica (I);41;Engenharia Eletrica (N)
58658;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58659;10;Engenharia Mecanica (I);9;Engenharia Quimica (I)
58660;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58661;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58662;10;Engenharia Mecanica (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58663;10;Engenharia Mecanica (I);89;Engenharia Ambiental (N)
58664;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58665;10;Engenharia Mecanica (I);11;Engenharia Eletrica (I)
58666;10;Engenharia Mecanica (I);9;Engenharia Quimica (I)
58667;10;Engenharia Mecanica (I);8;Engenharia Agricola (I)
58668;10;Engenharia Mecanica (I);49;Engenharia de Controle e Automacao (N)
58669;10;Engenharia Mecanica (I);101;Engenharia de Manufatura (I)
58670;10;Engenharia Mecanica (I);40;Fisica - Licenciatura (N)
58671;10;Engenharia Mecanica (I);16;Ciencias Sociais (I)
58672;10;Engenharia Mecanica (I);42;Ciencia da Computacao (N)
58673;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58674;10;Engenharia Mecanica (I);53;Geologia (I)
58675;10;Engenharia Mecanica (I);63;Farmacia (I)
58676;10;Engenharia Mecanica (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58677;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58678;10;Engenharia Mecanica (I);102;Engenharia de Producao (I)
58679;11;Engenharia Eletrica (I);41;Engenharia Eletrica (N)
58680;11;Engenharia Eletrica (I);5;Quimica (I)
58681;11;Engenharia Eletrica (I);49;Engenharia de Controle e Automacao (N)
58682;11;Engenharia Eletrica (I);34;Engenharia de Computacao (I)
58683;11;Engenharia Eletrica (I);9;Engenharia Quimica (I)
58684;11;Engenharia Eletrica (I);34;Engenharia de Computacao (I)
58685;11;Engenharia Eletrica (I);10;Engenharia Mecanica (I)
58686;11;Engenharia Eletrica (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58687;11;Engenharia Eletrica (I);34;Engenharia de Computacao (I)
58688;11;Engenharia Eletrica (I);8;Engenharia Agricola (I)
58689;11;Engenharia Eletrica (I);102;Engenharia de Producao (I)
58690;11;Engenharia Eletrica (I);49;Engenharia de Controle e Automacao (N)
58691;11;Engenharia Eletrica (I);102;Engenharia de Producao (I)
58692;11;Engenharia Eletrica (I);188;Engenharia de Telecomunicacoes (I)
58693;11;Engenharia Eletrica (I);101;Engenharia de Manufatura (I)
58694;11;Engenharia Eletrica (I);10;Engenharia Mecanica (I)
58695;11;Engenharia Eletrica (I);41;Engenharia Eletrica (N)
58696;11;Engenharia Eletrica (I);34;Engenharia de Computacao (I)
58697;11;Engenharia Eletrica (I);34;Engenharia de Computacao (I)
58698;11;Engenharia Eletrica (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58699;11;Engenharia Eletrica (I);34;Engenharia de Computacao (I)
58700;11;Engenharia Eletrica (I);41;Engenharia Eletrica (N)
58701;11;Engenharia Eletrica (I);41;Engenharia Eletrica (N)
58702;11;Engenharia Eletrica (I);2;Estatistica (I)
58703;12;Engenharia Civil (I);102;Engenharia de Producao (I)
58704;12;Engenharia Civil (I);73;Tecnologia em Saneamento Ambiental (I)
58705;12;Engenharia Civil (I);2;Estatistica (I)
58706;12;Engenharia Civil (I);37;Tecnologia em Construcao de Edificios (N)
58707;12;Engenharia Civil (I);2;Estatistica (I)
58708;12;Engenharia Civil (I);10;Engenharia Mecanica (I)
58709;12;Engenharia Civil (I);101;Engenharia de Manufatura (I)
58710;12;Engenharia Civil (I);8;Engenharia Agricola (I)
58711;12;Engenharia Civil (I);10;Engenharia Mecanica (I)
58712;12;Engenharia Civil (I);29;Matematica - Licenciatura (N)
58713;12;Engenharia Civil (I);109;Administracao (N)
58714;12;Engenharia Civil (I);102;Engenharia de Producao (I)
58715;12;Engenharia Civil (I);9;Engenharia Quimica (I)
58716;12;Engenharia Civil (I);109;Administracao (N)
58717;12;Engenharia Civil (I);102;Engenharia de Producao (I)
58718;12;Engenharia Civil (I);39;Engenharia Quimica (N)
58719;12;Engenharia Civil (I);102;Engenharia de Producao (I)
58720;12;Engenharia Civil (I);102;Engenharia de Producao (I)
58721;12;Engenharia Civil (I);11;Engenharia Eletrica (I)
58722;12;Engenharia Civil (I);102;Engenharia de Producao (I)
58723;12;Engenharia Civil (I);14;Odontologia (I)
58724;12;Engenharia Civil (I);8;Engenharia Agricola (I)
58725;12;Engenharia Civil (I);89;Engenharia Ambiental (N)
58726;12;Engenharia Civil (I);10;Engenharia Mecanica (I)
58727;12;Engenharia Civil (I);37;Tecnologia em Construcao de Edificios (N)
58728;12;Engenharia Civil (I);9;Engenharia Quimica (I)
58729;12;Engenharia Civil (I);10;Engenharia Mecanica (I)
58730;12;Engenharia Civil (I);101;Engenharia de Manufatura (I)
58731;12;Engenharia Civil (I);109;Administracao (N)
58732;12;Engenharia Civil (I);13;Engenharia de Alimentos (I)
58733;12;Engenharia Civil (I);41;Engenharia Eletrica (N)
58734;12;Engenharia Civil (I);102;Engenharia de Producao (I)
58735;12;Engenharia Civil (I);102;Engenharia de Producao (I)
58736;12;Engenharia Civil (I);10;Engenharia Mecanica (I)
58737;12;Engenharia Civil (I);9;Engenharia Quimica (I)
58738;12;Engenharia Civil (I);2;Estatistica (I)
58739;12;Engenharia Civil (I);29;Matematica - Licenciatura (N)
58740;12;Engenharia Civil (I);89;Engenharia Ambiental (N)
58741;12;Engenharia Civil (I);5;Quimica (I)
58742;12;Engenharia Civil (I);8;Engenharia Agricola (I)
58743;12;Engenharia Civil (I);8;Engenharia Agricola (I)
58744;12;Engenharia Civil (I);27;Educacao Fisica (I)
58745;12;Engenharia Civil (I);34;Engenharia de Computacao (I)
58746;12;Engenharia Civil (I);19;Historia (I)
58747;12;Engenharia Civil (I);9;Engenharia Quimica (I)
58748;13;Engenharia de Alimentos (I);9;Engenharia Quimica (I)
58749;13;Engenharia de Alimentos (I);63;Farmacia (I)
58750;13;Engenharia de Alimentos (I);43;Engenharia de Alimentos (N)
58751;13;Engenharia de Alimentos (I);43;Engenharia de Alimentos (N)
58752;13;Engenharia de Alimentos (I);43;Engenharia de Alimentos (N)
58753;13;Engenharia de Alimentos (I);102;Engenharia de Producao (I)
58754;13;Engenharia de Alimentos (I);8;Engenharia Agricola (I)
58755;13;Engenharia de Alimentos (I);11;Engenharia Eletrica (I)
58756;13;Engenharia de Alimentos (I);109;Administracao (N)
58757;13;Engenharia de Alimentos (I);43;Engenharia de Alimentos (N)
58758;13;Engenharia de Alimentos (I);107;Nutricao (I)
58759;13;Engenharia de Alimentos (I);43;Engenharia de Alimentos (N)
58760;13;Engenharia de Alimentos (I);43;Engenharia de Alimentos (N)
58761;14;Odontologia (I);107;Nutricao (I)
58762;14;Odontologia (I);107;Nutricao (I)
58763;14;Odontologia (I);107;Nutricao (I)
58764;14;Odontologia (I);107;Nutricao (I)
58765;14;Odontologia (I);6;Ciencias Biologicas (I)
58766;14;Odontologia (I);5;Quimica (I)
58767;14;Odontologia (I);21;Enfermagem (I)
58768;14;Odontologia (I);21;Enfermagem (I)
58769;14;Odontologia (I);6;Ciencias Biologicas (I)
58770;14;Odontologia (I);19;Historia (I)
58771;14;Odontologia (I);15;Medicina (I)
58772;14;Odontologia (I);43;Engenharia de Alimentos (N)
58773;14;Odontologia (I);63;Farmacia (I)
58774;14;Odontologia (I);;
58775;14;Odontologia (I);15;Medicina (I)
58776;14;Odontologia (I);21;Enfermagem (I)
58777;14;Odontologia (I);6;Ciencias Biologicas (I)
58778;14;Odontologia (I);109;Administracao (N)
58779;14;Odontologia (I);57;Letras - Licenciatura (N)
58780;14;Odontologia (I);27;Educacao Fisica (I)
58781;14;Odontologia (I);6;Ciencias Biologicas (I)
58782;14;Odontologia (I);;
58783;14;Odontologia (I);58;Fonoaudiologia (I)
58784;14;Odontologia (I);16;Ciencias Sociais (I)
58785;14;Odontologia (I);21;Enfermagem (I)
58786;14;Odontologia (I);;
58787;14;Odontologia (I);21;Enfermagem (I)
58788;14;Odontologia (I);43;Engenharia de Alimentos (N)
58789;14;Odontologia (I);107;Nutricao (I)
58790;14;Odontologia (I);107;Nutricao (I)
58791;14;Odontologia (I);107;Nutricao (I)
58792;14;Odontologia (I);6;Ciencias Biologicas (I)
58793;14;Odontologia (I);63;Farmacia (I)
58794;14;Odontologia (I);107;Nutricao (I)
58795;14;Odontologia (I);107;Nutricao (I)
58796;14;Odontologia (I);109;Administracao (N)
58797;14;Odontologia (I);19;Historia (I)
58798;14;Odontologia (I);;
58799;14;Odontologia (I);6;Ciencias Biologicas (I)
58800;14;Odontologia (I);5;Quimica (I)
58801;14;Odontologia (I);46;Ciencias Biologicas - Licenciatura (N)
58802;14;Odontologia (I);6;Ciencias Biologicas (I)
58803;14;Odontologia (I);63;Farmacia (I)
58804;14;Odontologia (I);8;Engenharia Agricola (I)
58805;14;Odontologia (I);107;Nutricao (I)
58806;14;Odontologia (I);63;Farmacia (I)
58807;14;Odontologia (I);;
58808;14;Odontologia (I);63;Farmacia (I)
58809;14;Odontologia (I);89;Engenharia Ambiental (N)
58810;14;Odontologia (I);107;Nutricao (I)
58811;14;Odontologia (I);27;Educacao Fisica (I)
58812;14;Odontologia (I);58;Fonoaudiologia (I)
58813;14;Odontologia (I);109;Administracao (N)
58814;14;Odontologia (I);107;Nutricao (I)
58815;14;Odontologia (I);63;Farmacia (I)
58816;14;Odontologia (I);8;Engenharia Agricola (I)
58817;14;Odontologia (I);15;Medicina (I)
58818;14;Odontologia (I);15;Medicina (I)
58819;14;Odontologia (I);9;Engenharia Quimica (I)
58820;14;Odontologia (I);63;Farmacia (I)
58821;14;Odontologia (I);58;Fonoaudiologia (I)
58822;14;Odontologia (I);21;Enfermagem (I)
58823;14;Odontologia (I);107;Nutricao (I)
58824;14;Odontologia (I);107;Nutricao (I)
58825;14;Odontologia (I);63;Farmacia (I)
58826;14;Odontologia (I);64;Comunicacao Social-Midialogia (I)
58827;14;Odontologia (I);63;Farmacia (I)
58828;14;Odontologia (I);6;Ciencias Biologicas (I)
58829;14;Odontologia (I);107;Nutricao (I)
58830;14;Odontologia (I);21;Enfermagem (I)
58831;14;Odontologia (I);110;Administracao Publica (N)
58832;14;Odontologia (I);107;Nutricao (I)
58833;14;Odontologia (I);27;Educacao Fisica (I)
58834;14;Odontologia (I);45;Educacao Fisica (N)
58835;14;Odontologia (I);58;Fonoaudiologia (I)
58836;14;Odontologia (I);107;Nutricao (I)
58837;14;Odontologia (I);6;Ciencias Biologicas (I)
58838;14;Odontologia (I);63;Farmacia (I)
58839;14;Odontologia (I);6;Ciencias Biologicas (I)
58840;14;Odontologia (I);110;Administracao Publica (N)
58841;14;Odontologia (I);20;Pedagogia - Licenciatura (I)
58842;14;Odontologia (I);107;Nutricao (I)
58843;14;Odontologia (I);107;Nutricao (I)
58844;14;Odontologia (I);;
58845;14;Odontologia (I);15;Medicina (I)
58846;14;Odontologia (I);46;Ciencias Biologicas - Licenciatura (N)
58847;14;Odontologia (I);89;Engenharia Ambiental (N)
58848;15;Medicina (I);21;Enfermagem (I)
58849;15;Medicina (I);58;Fonoaudiologia (I)
58850;15;Medicina (I);86;Estudos Literarios (I)
58851;15;Medicina (I);14;Odontologia (I)
58852;15;Medicina (I);107;Nutricao (I)
58853;15;Medicina (I);21;Enfermagem (I)
58854;15;Medicina (I);107;Nutricao (I)
58855;15;Medicina (I);107;Nutricao (I)
58856;15;Medicina (I);89;Engenharia Ambiental (N)
58857;15;Medicina (I);63;Farmacia (I)
58858;15;Medicina (I);14;Odontologia (I)
58859;15;Medicina (I);21;Enfermagem (I)
58860;15;Medicina (I);21;Enfermagem (I)
58861;15;Medicina (I);21;Enfermagem (I)
58862;15;Medicina (I);39;Engenharia Quimica (N)
58863;15;Medicina (I);14;Odontologia (I)
58864;15;Medicina (I);21;Enfermagem (I)
58865;15;Medicina (I);14;Odontologia (I)
58866;15;Medicina (I);14;Odontologia (I)
58867;15;Medicina (I);107;Nutricao (I)
58868;15;Medicina (I);14;Odontologia (I)
58869;15;Medicina (I);12;Engenharia Civil (I)
58870;15;Medicina (I);107;Nutricao (I)
58871;15;Medicina (I);6;Ciencias Biologicas (I)
58872;15;Medicina (I);14;Odontologia (I)
58873;15;Medicina (I);39;Engenharia Quimica (N)
58874;15;Medicina (I);21;Enfermagem (I)
58875;15;Medicina (I);14;Odontologia (I)
58876;15;Medicina (I);14;Odontologia (I)
58877;15;Medicina (I);6;Ciencias Biologicas (I)
58878;15;Medicina (I);102;Engenharia de Producao (I)
58879;15;Medicina (I);21;Enfermagem (I)
58880;15;Medicina (I);14;Odontologia (I)
58881;15;Medicina (I);21;Enfermagem (I)
58882;15;Medicina (I);5;Quimica (I)
58883;15;Medicina (I);14;Odontologia (I)
58884;15;Medicina (I);;
58885;15;Medicina (I);21;Enfermagem (I)
58886;15;Medicina (I);54;Geografia (I)
58887;15;Medicina (I);21;Enfermagem (I)
58888;15;Medicina (I);8;Engenharia Agricola (I)
58889;15;Medicina (I);5;Quimica (I)
58890;15;Medicina (I);14;Odontologia (I)
58891;15;Medicina (I);63;Farmacia (I)
58892;15;Medicina (I);107;Nutricao (I)
58893;15;Medicina (I);21;Enfermagem (I)
58894;15;Medicina (I);19;Historia (I)
58895;15;Medicina (I);14;Odontologia (I)
58896;15;Medicina (I);14;Odontologia (I)
58897;15;Medicina (I);7;Letras - Licenciatura (I)
58898;15;Medicina (I);14;Odontologia (I)
58899;15;Medicina (I);102;Engenharia de Producao (I)
58900;15;Medicina (I);46;Ciencias Biologicas - Licenciatura (N)
58901;15;Medicina (I);5;Quimica (I)
58902;15;Medicina (I);89;Engenharia Ambiental (N)
58903;15;Medicina (I);63;Farmacia (I)
58904;15;Medicina (I);102;Engenharia de Producao (I)
58905;15;Medicina (I);21;Enfermagem (I)
58906;15;Medicina (I);58;Fonoaudiologia (I)
58907;15;Medicina (I);;
58908;15;Medicina (I);21;Enfermagem (I)
58909;15;Medicina (I);102;Engenharia de Producao (I)
58910;15;Medicina (I);21;Enfermagem (I)
58911;15;Medicina (I);21;Enfermagem (I)
58912;15;Medicina (I);14;Odontologia (I)
58913;15;Medicina (I);14;Odontologia (I)
58914;15;Medicina (I);63;Farmacia (I)
58915;15;Medicina (I);107;Nutricao (I)
58916;15;Medicina (I);27;Educacao Fisica (I)
58917;15;Medicina (I);5;Quimica (I)
58918;15;Medicina (I);12;Engenharia Civil (I)
58919;15;Medicina (I);;
58920;15;Medicina (I);63;Farmacia (I)
58921;15;Medicina (I);21;Enfermagem (I)
58922;15;Medicina (I);63;Farmacia (I)
58923;15;Medicina (I);63;Farmacia (I)
58924;15;Medicina (I);14;Odontologia (I)
58925;15;Medicina (I);16;Ciencias Sociais (I)
58926;15;Medicina (I);;
58927;15;Medicina (I);21;Enfermagem (I)
58928;15;Medicina (I);;
58929;15;Medicina (I);;
58930;15;Medicina (I);64;Comunicacao Social-Midialogia (I)
58931;15;Medicina (I);63;Farmacia (I)
58932;15;Medicina (I);10;Engenharia Mecanica (I)
58933;15;Medicina (I);9;Engenharia Quimica (I)
58934;15;Medicina (I);6;Ciencias Biologicas (I)
58935;15;Medicina (I);9;Engenharia Quimica (I)
58936;15;Medicina (I);21;Enfermagem (I)
58937;15;Medicina (I);;
58938;15;Medicina (I);21;Enfermagem (I)
58939;15;Medicina (I);;
58940;15;Medicina (I);109;Administracao (N)
58941;15;Medicina (I);21;Enfermagem (I)
58942;15;Medicina (I);21;Enfermagem (I)
58943;15;Medicina (I);9;Engenharia Quimica (I)
58944;15;Medicina (I);6;Ciencias Biologicas (I)
58945;15;Medicina (I);63;Farmacia (I)
58946;15;Medicina (I);58;Fonoaudiologia (I)
58947;15;Medicina (I);107;Nutricao (I)
58948;15;Medicina (I);21;Enfermagem (I)
58949;15;Medicina (I);17;Ciencias Economicas (I)
58950;15;Medicina (I);21;Enfermagem (I)
58951;15;Medicina (I);27;Educacao Fisica (I)
58952;15;Medicina (I);63;Farmacia (I)
58953;15;Medicina (I);107;Nutricao (I)
58954;15;Medicina (I);;
58955;15;Medicina (I);14;Odontologia (I)
58956;15;Medicina (I);10;Engenharia Mecanica (I)
58957;15;Medicina (I);6;Ciencias Biologicas (I)
58958;15;Medicina (I);34;Engenharia de Computacao (I)
58959;15;Medicina (I);14;Odontologia (I)
58960;15;Medicina (I);10;Engenharia Mecanica (I)
58961;15;Medicina (I);9;Engenharia Quimica (I)
58962;15;Medicina (I);;
58963;15;Medicina (I);12;Engenharia Civil (I)
58964;15;Medicina (I);107;Nutricao (I)
58965;15;Medicina (I);58;Fonoaudiologia (I)
58966;15;Medicina (I);;
58967;15;Medicina (I);63;Farmacia (I)
58968;15;Medicina (I);;
58969;15;Medicina (I);14;Odontologia (I)
58970;15;Medicina (I);14;Odontologia (I)
58971;15;Medicina (I);17;Ciencias Economicas (I)
58972;15;Medicina (I);;
58973;15;Medicina (I);14;Odontologia (I)
58974;15;Medicina (I);;
58975;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58976;15;Medicina (I);14;Odontologia (I)
58977;15;Medicina (I);14;Odontologia (I)
58978;15;Medicina (I);11;Engenharia Eletrica (I)
58979;15;Medicina (I);;
58980;15;Medicina (I);21;Enfermagem (I)
58981;15;Medicina (I);14;Odontologia (I)
58982;15;Medicina (I);21;Enfermagem (I)
58983;15;Medicina (I);14;Odontologia (I)
58984;15;Medicina (I);14;Odontologia (I)
58985;15;Medicina (I);21;Enfermagem (I)
58986;15;Medicina (I);21;Enfermagem (I)
58987;15;Medicina (I);6;Ciencias Biologicas (I)
58988;15;Medicina (I);;
58989;15;Medicina (I);21;Enfermagem (I)
58990;15;Medicina (I);63;Farmacia (I)
58991;15;Medicina (I);6;Ciencias Biologicas (I)
58992;15;Medicina (I);14;Odontologia (I)
58993;15;Medicina (I);21;Enfermagem (I)
58994;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
58995;15;Medicina (I);6;Ciencias Biologicas (I)
58996;15;Medicina (I);21;Enfermagem (I)
58997;15;Medicina (I);14;Odontologia (I)
58998;15;Medicina (I);14;Odontologia (I)
58999;15;Medicina (I);58;Fonoaudiologia (I)
59000;15;Medicina (I);21;Enfermagem (I)
59001;15;Medicina (I);21;Enfermagem (I)
59002;15;Medicina (I);86;Estudos Literarios (I)
59003;15;Medicina (I);14;Odontologia (I)
59004;15;Medicina (I);;
59005;15;Medicina (I);14;Odontologia (I)
59006;15;Medicina (I);110;Administracao Publica (N)
59007;15;Medicina (I);11;Engenharia Eletrica (I)
59008;15;Medicina (I);14;Odontologia (I)
59009;15;Medicina (I);;
59010;15;Medicina (I);21;Enfermagem (I)
59011;15;Medicina (I);14;Odontologia (I)
59012;15;Medicina (I);102;Engenharia de Producao (I)
59013;15;Medicina (I);63;Farmacia (I)
59014;15;Medicina (I);44;Ciencias Sociais (N)
59015;15;Medicina (I);14;Odontologia (I)
59016;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
